,word,label,vector
Princess,Princess,red,"[array([ 2.4653e-01,  1.3953e-02, -2.4024e-01,  3.8901e-02, -1.4473e-01,
       -5.2287e-01,  4.3561e-01, -7.0009e-01, -1.4537e-01,  1.0457e+00,
       -4.0648e-01, -4.2769e-01, -3.5111e-01,  6.0002e-01,  7.9125e-02,
        1.2209e-01,  1.6599e-01,  3.1446e-01, -6.2087e-02, -1.7924e-01,
        1.8543e-01, -4.0595e-01, -1.2235e+00,  5.1247e-02, -4.5564e-01,
        2.5096e-01, -8.6234e-02, -2.4832e-01, -3.8632e-01,  5.6312e-01,
       -3.8521e-01,  2.4345e-01,  1.9230e-01,  2.7253e-01,  2.5046e-02,
       -8.6563e-03, -1.2587e-01, -3.6899e-01,  4.2248e-02, -1.1326e-01,
        5.4328e-01,  2.3153e-01, -1.2738e-01, -2.6250e-01,  3.5592e-01,
       -6.4188e-01, -1.7295e-01,  1.8376e-01, -2.2917e-01, -8.9020e-01,
       -4.0005e-01,  3.7850e-01, -4.4356e-02, -1.1628e-01,  1.3668e-01,
        3.2476e-01,  8.2568e-02,  1.7774e-01, -2.9078e-02, -4.1718e-03,
        3.2180e-01, -3.2211e-01,  5.5279e-01, -3.0241e-01,  5.1598e-02,
        1.7727e-01, -6.1543e-02,  6.3559e-01,  3.9254e-01, -4.5106e-01,
       -5.6433e-01,  2.3464e-01, -4.4529e-01, -4.3847e-01,  3.8732e-01,
        4.1401e-01, -2.6048e-01,  9.6283e-01,  1.7920e-01, -1.4831e-01,
       -2.9952e-01,  2.1620e-01, -1.5265e-01,  5.0200e-01, -2.0799e-01,
        5.6895e-02,  1.0358e+00,  5.0683e-01, -1.4835e-02, -1.2117e-01,
        2.3655e-01,  3.0065e-02,  2.6764e-01, -2.2790e-01,  5.3040e-01,
       -1.5524e-01, -1.4668e-01,  3.5914e-01, -8.7334e-03,  2.0045e-01,
        2.7161e-01,  3.5844e-01, -7.2112e-01, -6.8167e-01, -5.1917e-02,
       -3.7954e-01, -5.3686e-01, -2.9579e-01,  4.9636e-01, -5.0008e-02,
        4.9865e-02, -9.4458e-02, -3.3198e-02,  2.6190e-01,  1.7356e-03,
        8.4158e-03, -2.9869e-01,  1.6615e-01, -1.3291e-01, -1.0070e-01,
       -1.2064e-01, -1.3084e-01,  5.2251e-01,  1.0523e-01,  2.0290e-01,
        3.9766e-01, -2.8100e-01,  3.4846e-01, -4.8442e-01, -1.8311e-01,
       -4.9701e-01, -7.3871e-01, -6.4649e-01, -1.5423e-01,  2.9447e-01,
       -4.0297e-01, -4.8903e-01, -1.1714e-01,  2.0640e-01,  5.9834e-01,
       -3.1330e+00, -1.0574e-01, -1.9371e-01, -4.9526e-02, -4.0336e-01,
       -2.1914e-01, -4.1814e-01,  4.0061e-01, -1.9517e-01, -4.1199e-01,
        5.9695e-01,  2.5172e-01,  5.6570e-01,  7.5647e-01,  6.1970e-01,
       -6.7423e-02,  4.3819e-01, -1.8726e-01, -2.0510e-01,  1.6988e-01,
        1.8844e-02, -3.3735e-02, -4.5256e-01,  2.0921e-01,  2.2825e-01,
       -3.8966e-01,  4.7280e-01,  1.8674e-02,  6.2563e-01,  2.3280e-01,
       -3.8929e-01,  5.1212e-01,  1.1324e-01,  1.4546e-01, -2.3372e-01,
       -8.2581e-02,  2.5341e-01, -1.7151e-01, -8.7800e-01,  4.9177e-02,
       -2.8081e-01,  3.3207e-02,  3.6318e-01, -1.4051e-01, -2.3792e-01,
        7.5782e-02, -2.5461e-01,  3.2920e-01, -2.3445e-01,  4.4257e-01,
       -1.0517e+00, -3.0233e-02,  5.6473e-01,  1.2602e-01, -2.4035e-01,
       -2.3657e-01, -1.6162e-02, -7.2278e-02, -2.9881e-01,  3.3377e-01,
        1.6588e-01,  1.4167e-01,  1.0596e-01,  1.1202e-01, -1.5854e-01,
       -2.9990e-02,  4.8919e-01,  1.1429e-01, -6.0271e-02, -3.6536e-01,
       -1.6890e-01,  1.8257e-01, -1.7012e-01,  2.1679e-01,  4.6540e-01,
        1.3155e-01, -2.5086e-02,  3.1298e-01,  1.2761e-01,  1.7898e-01,
        7.5790e-02, -4.4745e-01, -1.6741e-01,  2.3335e-02,  3.2169e-01,
        2.4510e-01,  2.4898e-01,  1.8633e-01, -3.5426e-01,  8.6645e-02,
       -3.8504e-01,  1.8535e-01,  8.7088e-02,  1.6159e-01,  1.2391e-01,
       -2.0152e-01,  2.4700e-01,  2.4323e-01,  1.9295e-01, -4.3977e-01,
       -4.4871e-01, -1.5113e-01, -4.2731e-01, -1.4962e-01,  1.2579e-01,
       -7.3547e-01,  1.0264e-01,  5.3929e-01,  7.4471e-02, -8.4175e-02,
        1.2834e-01,  3.5104e-01,  4.6718e-01,  7.4594e-02, -7.7510e-02,
        1.9648e-01,  1.7062e-01,  1.8445e-01, -6.2521e-01, -3.8670e-02,
       -4.9018e-01,  3.7965e-01, -5.4080e-01, -9.5735e-02,  3.7074e-02,
       -2.2724e-01,  3.3899e-01,  5.0447e-01, -9.9585e-01, -3.8310e-01,
       -1.4330e+00,  3.6236e-01, -3.7844e-01,  3.6826e-01, -2.4392e-01,
        1.4386e-01, -7.6855e-02,  5.3710e-01,  5.0009e-02, -3.1420e-01,
        2.0898e-01,  5.3505e-01,  8.0812e-01,  2.8743e-02, -2.0519e-02,
        4.2864e-01, -4.1024e-01,  1.5160e-01, -7.7617e-02, -4.4544e-01,
        2.1033e-01,  2.8200e-01,  8.6092e-02, -5.3376e-02,  4.6974e-01,
        6.3750e-02, -5.0986e-01,  9.8528e-02,  4.5950e-01,  3.3846e-01],
      dtype=float32)]"
Mouse,Mouse,red,"[array([ 8.5076e-02, -4.6087e-01, -3.4570e-01, -2.4464e-01, -4.6808e-01,
       -2.1032e-02,  2.7139e-01, -4.1686e-01,  8.1311e-01,  2.2596e-01,
        5.7140e-02,  4.0233e-02, -2.2410e-01,  1.5497e-01,  4.7568e-01,
        5.6356e-02, -1.1212e-01,  2.3747e+00, -6.4227e-01, -3.2498e-01,
       -5.2689e-01, -2.7686e-01,  3.1064e-02, -4.7420e-01,  3.9213e-01,
       -2.1971e-01, -6.1621e-01,  2.0757e-01,  5.3117e-01, -7.2091e-02,
       -6.5013e-01, -1.7146e-01, -1.7652e-01,  4.8470e-01,  3.5410e-01,
       -1.9164e-01,  3.5409e-01, -5.2345e-01, -4.0694e-01,  3.0467e-01,
       -1.5172e-02,  3.2061e-01, -3.3203e-01, -2.6538e-01,  4.5404e-01,
        1.2964e-01, -2.4249e-01,  2.9799e-01,  4.7481e-02, -2.8597e-01,
       -5.3076e-01,  1.5943e-01, -2.7797e-01,  5.5911e-03, -5.7595e-02,
       -4.8199e-01,  3.2368e-01, -3.7342e-01,  3.6967e-01, -4.2073e-01,
        3.7729e-01,  4.6882e-01,  3.1315e-01, -2.4669e-01,  4.5771e-01,
       -6.3025e-01, -4.2310e-01,  1.1754e-01,  2.0143e-01, -2.0812e-01,
        5.3204e-01,  6.9480e-01,  1.5261e-01,  4.4947e-01, -1.4822e-01,
       -6.6197e-01, -5.7918e-02, -2.0924e-01,  8.3096e-03, -2.9266e-01,
       -9.4722e-02,  9.7406e-02, -3.1825e-01, -5.6527e-02,  2.8179e-02,
       -5.8355e-01,  7.9790e-01,  6.5143e-01, -1.0187e-01, -2.5317e-01,
       -4.3950e-02,  7.3545e-01, -3.7985e-01, -1.1667e-01, -6.7554e-02,
       -4.8468e-01,  2.1814e-02, -1.9455e-01,  4.9753e-02,  7.4925e-01,
        2.0740e-02,  4.1162e-01, -1.6648e-01, -2.3159e-01,  5.0135e-01,
       -1.0817e+00, -5.1641e-01,  2.9149e-01,  5.8307e-04, -2.7735e-01,
        1.8447e-01,  5.2183e-01,  4.2440e-01,  2.1159e-01,  3.3699e-01,
       -1.1517e-01,  8.5168e-02, -4.7202e-01, -3.4705e-02,  1.3398e-01,
        1.0577e-01, -3.1770e-01,  1.2579e+00,  2.0003e-01, -7.0777e-01,
       -4.5362e-01, -2.9185e-01,  2.7059e-01, -3.9662e-01,  3.0565e-01,
       -1.8057e-01, -5.6475e-02, -3.9085e-01,  5.9990e-01, -4.1243e-01,
       -3.4531e-01, -1.9683e-01,  4.5799e-01,  7.9324e-02, -2.4491e-01,
       -1.9753e+00, -9.5684e-02, -5.8243e-01,  9.1449e-02,  5.4621e-01,
        3.4003e-01,  8.0573e-02, -5.2480e-02,  1.2914e-01,  1.7341e-01,
        5.2574e-02, -3.4748e-01,  2.4869e-01,  1.1289e-02, -3.4162e-01,
       -5.3844e-01,  1.4257e-01,  4.3625e-01, -4.2148e-01, -1.0306e+00,
        2.1694e-01, -2.7787e-01, -2.9784e-01, -3.6926e-01, -2.9367e-01,
       -4.9031e-01,  2.2310e-02, -4.0003e-01,  3.2349e-01,  3.2239e-01,
        5.8328e-02,  9.1197e-01, -4.0291e-01,  2.0881e-01,  3.8923e-01,
        4.9632e-03,  1.6204e-01, -2.9585e-01, -5.5759e-01,  9.4344e-02,
       -3.5399e-01,  5.5062e-03,  7.8812e-01,  1.4054e-01,  3.5202e-01,
       -4.7126e-01,  4.4977e-01, -2.4998e-01,  1.7796e-01, -4.3415e-01,
       -5.8656e-01, -5.2898e-01,  2.5488e-01, -1.7707e-03,  5.0335e-01,
       -6.2458e-02,  2.5743e-01, -1.2153e-01, -2.7211e-01,  1.0273e-02,
       -7.5346e-01,  1.7385e-01, -2.6741e-01, -2.9186e-01,  3.1044e-01,
        1.8223e-01,  4.3421e-01,  4.9220e-02,  2.0894e-01, -5.5592e-01,
        4.4125e-01, -8.1337e-02, -1.4260e-01, -8.5250e-02,  9.3076e-02,
       -8.2719e-01,  1.8974e-01,  3.5319e-01, -5.2029e-01,  1.4852e-01,
        1.8475e-01, -6.3992e-01, -5.0221e-01, -2.8240e-01, -2.3502e-01,
        2.5481e-01,  8.7516e-01,  5.6299e-01,  5.5404e-01,  7.9143e-02,
       -7.9138e-01,  1.8097e-01,  3.1675e-01,  5.5448e-02,  1.7308e-01,
        1.9333e-01, -1.6469e-01,  2.5557e-01,  8.2517e-01,  4.5646e-01,
        1.6291e-02,  2.3285e-01,  5.0195e-01, -2.4031e-01, -6.5860e-03,
       -6.4105e-01,  1.3116e-01, -3.0964e-01, -5.4616e-01,  2.6518e-01,
       -1.8569e-01, -3.5930e-01, -2.8354e-02,  4.5558e-01,  6.7682e-01,
       -3.4866e-01, -3.2562e-01,  1.7719e-01,  7.9438e-01, -2.4378e-03,
        3.4581e-01,  2.9165e-01,  2.5604e-01, -6.9598e-01, -1.2522e-01,
        2.1538e-01, -2.4784e-02,  2.7704e-02,  1.0209e+00,  2.5637e-01,
       -2.4139e-01, -6.8379e-02, -7.9083e-02,  1.0063e-01, -1.3907e-01,
       -1.6053e-01,  2.0665e-01, -1.7786e-01, -2.8881e-01, -1.2980e-01,
        4.3785e-01,  2.2667e-01,  1.5608e-01, -9.2884e-02,  3.1360e-01,
       -3.1150e-01,  3.3414e-01, -1.3245e-01, -2.1574e-01, -2.9748e-01,
       -3.8886e-01,  4.8880e-01,  4.9199e-02,  8.9116e-03,  1.6376e-01,
       -2.1425e-01, -2.5160e-01,  2.2319e-01, -1.8565e-01,  3.2559e-01],
      dtype=float32)]"
Cycle,Cycle,red,"[array([ 4.1648e-02,  5.0858e-01, -1.0435e-01, -2.8733e-01, -4.7421e-01,
        3.6897e-01,  1.4908e-01,  3.9013e-01,  2.0006e-01,  1.4139e+00,
       -2.8177e-01, -8.6380e-02,  1.0814e-01,  5.8233e-01, -9.6363e-02,
        4.6356e-01,  3.2588e-02,  2.1273e+00, -1.3275e-01,  4.7714e-01,
        2.1375e-01,  4.1579e-01, -5.9564e-01, -1.2803e-01,  1.9714e-01,
        6.7684e-02, -1.1142e-01,  1.0920e-01,  4.3021e-01,  1.1334e+00,
       -2.3329e-01, -3.2785e-01,  6.6275e-02, -2.8638e-01, -4.8042e-02,
        5.4792e-01,  2.0668e-02, -3.0804e-01,  3.7609e-01,  9.4023e-02,
       -3.5136e-01, -2.7950e-01,  8.1609e-02,  4.1763e-01, -1.4729e-01,
        4.4412e-02,  1.5044e-01,  1.9682e-01, -1.7123e-01,  2.7112e-01,
        3.1160e-01, -2.6876e-01,  4.2658e-01, -3.0335e-01,  1.4450e-01,
        1.5736e-01,  1.5430e-01, -1.2618e-01, -3.9184e-02, -5.8368e-02,
       -1.7696e-01,  1.1056e-01, -7.9064e-02,  9.7093e-02, -1.5286e-01,
       -2.9391e-01, -2.2782e-01,  1.0647e-01,  4.8180e-01,  6.8617e-02,
        4.2185e-01,  9.8022e-03, -2.2992e-01, -4.5145e-01,  1.8017e-01,
       -1.4624e-01, -1.6476e-01, -3.7059e-01, -1.8146e-02, -1.8081e-01,
       -3.1753e-01, -3.5436e-01, -2.0698e-01,  2.0187e-01, -3.4179e-02,
       -6.8359e-02, -1.2820e-02,  1.6707e-01,  6.4296e-02,  3.6365e-01,
        8.3562e-02,  1.4097e-01,  4.0692e-01, -9.6940e-02, -3.9578e-01,
       -4.5310e-01,  3.4560e-01, -6.1676e-02, -1.9243e-01,  2.5876e-01,
        2.2932e-01, -4.9809e-01,  1.2668e-01,  1.9371e-01, -5.9373e-02,
       -1.7613e+00, -1.3335e-01,  1.0111e-01,  1.7701e-01,  2.3988e-02,
        3.4127e-01, -4.6857e-01, -1.8908e-01, -2.3380e-04,  2.0698e-01,
       -5.8904e-01, -3.6286e-01, -1.6250e-01,  2.1898e-01,  4.8545e-01,
       -7.4430e-01, -3.4713e-01, -8.1550e-03,  9.6131e-02, -5.6244e-02,
       -1.7622e-01, -3.1700e-01,  2.9615e-01,  3.2981e-01, -2.8433e-01,
       -1.4657e-01, -3.6485e-01,  1.0135e+00,  2.0081e-02,  3.0155e-02,
       -1.8729e-01, -2.6363e-01,  7.0560e-01,  2.7464e-01,  1.1479e-01,
       -7.2485e-01, -6.9144e-01,  6.1894e-01, -7.4871e-02,  2.0015e-02,
       -4.0275e-01, -5.4432e-01,  7.0937e-01, -2.3605e-01,  1.7988e-01,
       -2.1904e-01,  9.1290e-03,  1.8601e-01,  6.1091e-01, -1.8527e-01,
       -2.2748e-01,  6.4130e-02, -4.6122e-01, -7.2217e-01, -3.9798e-02,
       -3.8168e-01,  3.4312e-01,  5.4395e-03,  3.7724e-02, -5.0854e-02,
        3.9538e-01, -1.9906e-01, -2.1824e-01, -3.1773e-01, -2.6011e-01,
        3.6659e-01, -1.6602e-01, -4.4059e-01, -2.1560e-01, -2.9088e-01,
       -3.4133e-01,  5.1072e-01,  1.4064e-01,  3.2035e-01,  2.7583e-01,
        2.8012e-01,  2.5534e-01, -9.7545e-01,  3.3198e-01,  4.6317e-01,
       -1.1234e-01, -3.2562e-01,  4.0439e-01,  9.4952e-02,  1.2764e-01,
        5.3661e-02, -9.3029e-02, -3.4906e-01,  5.5580e-01, -4.5212e-02,
        3.9739e-01,  2.9187e-01,  8.4961e-02, -1.4425e-01,  2.0913e-02,
       -4.6566e-01,  4.1413e-02, -1.9954e-01,  4.2162e-01, -1.2727e-01,
       -2.4578e-01,  2.5078e-01, -2.1330e-01, -1.5576e-01, -4.7488e-01,
        3.4847e-01,  2.1865e-02,  1.6720e-02,  1.4114e-01,  3.3638e-01,
        9.0203e-02,  1.2200e-01,  7.7140e-01,  2.4235e-01,  1.9940e-01,
        5.6614e-01, -3.3342e-01,  4.1112e-01,  1.0145e-01, -1.9312e-01,
       -1.3420e-01,  6.7559e-01,  4.2085e-01,  3.1567e-01, -1.0209e-01,
        2.2258e-01,  2.7198e-01,  5.9529e-01,  6.5965e-01, -2.9172e-01,
       -2.1463e-01,  1.6885e-02, -4.5769e-01, -4.1860e-01, -4.0789e-02,
       -3.1127e-01, -5.6072e-01, -1.6000e-01,  3.2129e-01, -5.4396e-01,
        1.8209e-01,  4.5083e-01,  4.4094e-01,  2.4492e-01, -3.6866e-01,
       -3.5350e-01, -6.9890e-01,  7.2045e-01, -3.1413e-01, -2.9213e-01,
        2.2650e-01,  1.0596e-02, -1.8159e-01, -3.2213e-01,  2.4550e-01,
        3.6696e-01,  4.8155e-01, -3.6850e-01, -4.6262e-02,  1.6049e-01,
       -4.5177e-02,  8.8079e-02,  4.4574e-01,  8.5469e-01, -3.9532e-01,
        4.2908e-01, -5.1879e-01,  2.8012e-01,  1.5640e-01, -3.9952e-01,
       -1.3543e-01,  2.0085e-01, -1.7373e-01,  3.6125e-01,  4.5115e-01,
        1.8032e-01, -3.3633e-01, -2.6898e-01,  2.7186e-01, -5.8409e-02,
        1.3982e-01,  9.7648e-03, -1.1537e+00,  1.7955e-01, -1.9202e-01,
        1.8014e-01,  1.2340e-01,  3.4116e-01,  1.1885e-01, -1.3562e-01,
       -1.1746e-01, -2.3494e-02,  4.3387e-01, -4.1947e-01, -4.7550e-01],
      dtype=float32)]"
Saturn,Saturn,red,"[array([ 4.8281e-01,  2.7501e-01,  3.1837e-01,  9.7433e-02,  3.0572e-01,
        2.9838e-01,  9.2406e-02,  2.5879e-01,  1.7406e-01, -5.7428e-01,
       -3.6632e-01, -8.1724e-01, -1.9143e-01, -2.6363e-01, -6.8998e-01,
       -2.2707e-01,  3.3274e-02,  5.4736e-01, -6.7094e-01, -3.5638e-01,
        1.0602e-01, -6.0940e-01,  1.7093e-01, -9.1068e-02,  3.2437e-01,
        8.4874e-02, -4.9942e-01, -5.4971e-01,  7.5390e-01,  7.4776e-01,
        2.0831e-01, -2.4954e-01, -1.8420e-01, -1.2995e-01,  5.2068e-02,
        3.5140e-01, -2.2998e-01, -7.0637e-02, -5.0263e-01,  3.4032e-01,
       -2.8995e-01, -1.6438e-01,  3.2354e-01,  3.8669e-01, -1.3864e-01,
       -5.3101e-01, -2.5843e-01, -2.1760e-01, -7.1710e-01, -1.2876e-01,
       -3.1896e-02,  6.8569e-02,  6.7921e-01, -1.0926e-01,  2.1774e-01,
       -7.4786e-01, -2.3575e-01, -4.2575e-03, -4.9623e-01, -6.5525e-01,
        2.8948e-01, -1.0249e+00,  3.3865e-01, -3.0804e-01,  3.3328e-01,
        2.3926e-01, -4.3881e-01,  5.8391e-02,  8.7420e-02, -2.3709e-01,
       -4.0980e-01, -2.0589e-01, -3.1069e-01,  1.3676e-01, -1.3771e-01,
        4.6516e-01, -6.5635e-01, -2.9696e-01, -8.5508e-01,  3.7562e-01,
       -1.4059e+00,  2.6601e-01,  1.5073e-01,  8.5355e-01,  5.4387e-01,
       -1.9225e-01,  1.5707e+00, -1.3525e-01, -2.0413e-01, -4.0773e-01,
        1.2050e-01, -5.8268e-01,  1.0918e-01, -1.3733e-01,  2.8864e-01,
       -3.2309e-01,  3.8056e-01,  1.6623e-01, -3.7089e-02,  1.7015e-01,
        8.1599e-02, -1.1837e-01,  5.6410e-02,  2.8395e-01, -3.2682e-01,
       -1.6253e+00, -7.5160e-02,  7.8377e-01, -1.9540e-01, -3.3484e-02,
        1.6282e-01,  1.0764e-01,  4.6516e-02, -9.8766e-01, -1.0923e-01,
        1.9068e-01,  3.5738e-02,  3.9519e-01, -8.8733e-02,  3.6249e-01,
       -3.4960e-01,  2.7687e-01, -3.4237e-01,  3.1865e-01, -3.0276e-01,
       -4.5223e-02, -1.5788e-01,  4.5752e-01, -1.0675e-01,  2.3705e-02,
        2.4184e-01, -2.3154e-01, -6.0005e-01, -1.0838e+00, -8.0340e-02,
       -2.0891e-01, -3.5776e-01,  4.5684e-01, -4.4197e-01, -5.0901e-01,
       -1.3415e+00, -2.9959e-01,  5.1719e-01, -3.6711e-01, -4.0502e-01,
        5.2229e-01, -9.4984e-01, -9.8897e-02,  2.4548e-02, -9.0882e-01,
       -3.9563e-01, -4.3706e-01,  9.9044e-02, -2.3177e-02, -1.3610e-01,
        5.7466e-02,  7.8047e-02,  4.8439e-01, -2.5186e-01,  7.3039e-01,
        5.7670e-01, -4.0955e-01,  3.1674e-01, -4.7817e-01,  5.4974e-01,
       -3.1042e-01, -4.3844e-01,  6.6726e-01,  3.1527e-01, -2.1445e-01,
       -1.7945e-01,  6.8259e-02, -1.8840e-02, -9.2528e-03, -7.6717e-01,
       -2.3141e-01,  4.2030e-02,  7.1892e-01, -3.0435e-01,  3.1420e-01,
        4.9585e-01,  9.0409e-02,  1.6386e-01, -4.3142e-01, -1.0893e-01,
       -2.9406e-01, -2.8103e-01, -8.7496e-02, -7.2795e-01,  3.8159e-01,
        1.8655e-01, -3.8571e-01, -9.1571e-02, -5.0469e-01, -4.8327e-01,
       -9.3493e-02,  4.0678e-02, -7.3844e-02,  1.2549e-01, -1.1647e-01,
        3.6712e-02, -2.1426e-02,  3.4715e-01,  2.2610e-01,  7.4023e-04,
       -2.4096e-01, -6.6089e-02,  1.4404e-01, -4.7547e-02, -6.7323e-01,
       -1.7816e-02, -1.8702e-01,  5.3789e-01,  3.5948e-01, -5.5815e-01,
        3.3132e-01, -4.3792e-01,  2.2166e-01,  3.1852e-01, -1.0849e-01,
        6.5436e-01, -5.0245e-01, -3.0260e-01, -3.8594e-01, -5.0824e-02,
        4.8085e-01,  4.5697e-01,  1.0807e-01, -1.2521e-01, -4.6651e-01,
       -3.8644e-01,  1.2358e-01, -2.2072e-02,  1.7537e-01, -7.4168e-02,
        6.3976e-01,  6.1894e-03,  2.7381e-01, -1.6857e-01, -4.4624e-01,
       -6.2778e-02, -7.6229e-01, -9.1841e-03,  5.5811e-01, -4.7214e-01,
       -3.4982e-01,  1.9729e-01,  1.1064e-01,  5.1131e-01, -6.6334e-01,
        2.3536e-02, -3.5682e-01,  7.7751e-01, -5.5440e-01,  6.4800e-02,
        5.3135e-01, -4.0574e-01,  1.6892e-01,  7.4270e-02,  3.4247e-02,
        3.9365e-01, -3.1911e-01, -5.1146e-01, -8.7574e-02, -3.4723e-01,
       -9.1828e-01, -3.4991e-01,  1.5010e-01, -3.5207e-01,  3.0415e-01,
       -2.2767e-01,  1.8609e-01,  5.4620e-01,  5.6025e-01, -1.0547e-01,
       -2.4956e-01, -2.0889e-01, -4.4602e-01, -1.4727e-01, -2.2115e-01,
       -2.1939e-01, -1.9279e-01,  5.8620e-02,  2.1751e-01, -2.1066e-02,
       -9.7159e-02,  1.7630e-01,  1.5276e-01, -6.5868e-02, -1.1334e-01,
       -4.9064e-01, -2.5385e-01, -3.1249e-01,  1.8235e-01,  1.5717e-01,
       -1.9578e-01, -5.9590e-02,  3.9948e-01,  3.4976e-01,  8.8999e-02],
      dtype=float32)]"
